ngay,ngan_hang,loai_giao_dich,tong_giao_dich,thanh_cong,that_bai,tong_so_tien,sr_phan_tram
2026-05-31 00:00:00,Vietcombank,Rút tiền,1196,1156,40,390111,96.7
2026-05-31 00:00:00,Vietcombank,Chuyển tiền,1252,1206,46,1080750,96.3
2026-05-31 00:00:00,Techcombank,Thanh toán,3969,3888,81,611866,98.0
2026-05-31 00:00:00,Techcombank,Nạp Tiền,1403,1361,42,264934,97.0
2026-05-31 00:00:00,Techcombank,Rút tiền,897,873,24,311123,97.3
2026-05-31 00:00:00,Techcombank,Chuyển tiền,891,861,30,719818,96.6
2026-05-31 00:00:00,MB Bank,Thanh toán,3985,3940,45,633853,98.9
2026-05-31 00:00:00,MB Bank,Nạp Tiền,1485,1444,41,281999,97.2
2026-05-31 00:00:00,MB Bank,Rút tiền,848,833,15,298472,98.2
2026-05-31 00:00:00,MB Bank,Chuyển tiền,856,825,31,693588,96.4
2026-05-31 00:00:00,VietinBank,Thanh toán,3073,2925,148,498092,95.2
2026-05-31 00:00:00,VietinBank,Nạp Tiền,1145,1081,64,212963,94.4
2026-05-31 00:00:00,VietinBank,Rút tiền,753,717,36,260484,95.2
2026-05-31 00:00:00,VietinBank,Chuyển tiền,743,690,53,604284,92.9
2026-05-31 00:00:00,BIDV,Thanh toán,2760,2564,196,409485,92.9
2026-05-31 00:00:00,BIDV,Nạp Tiền,1001,917,84,200730,91.6
2026-05-31 00:00:00,BIDV,Rút tiền,700,643,57,247881,91.9
2026-05-31 00:00:00,BIDV,Chuyển tiền,678,625,53,566621,92.2
2026-05-31 00:00:00,VPBank,Thanh toán,2669,2545,124,360556,95.4
2026-05-31 00:00:00,VPBank,Nạp Tiền,952,917,35,173084,96.3
2026-05-31 00:00:00,VPBank,Rút tiền,627,606,21,221256,96.7
2026-05-31 00:00:00,VPBank,Chuyển tiền,546,529,17,399149,96.9
2026-05-31 00:00:00,ACB,Thanh toán,2461,2365,96,362421,96.1
2026-05-31 00:00:00,ACB,Nạp Tiền,841,827,14,184291,98.3
2026-05-31 00:00:00,ACB,Rút tiền,607,600,7,207115,98.8
2026-05-31 00:00:00,ACB,Chuyển tiền,532,515,17,461104,96.8
2026-05-31 00:00:00,Sacombank,Thanh toán,1428,1337,91,222028,93.6
2026-05-31 00:00:00,Sacombank,Nạp Tiền,568,540,28,105261,95.1
2026-05-31 00:00:00,Sacombank,Rút tiền,337,313,24,129576,92.9
2026-05-31 00:00:00,Sacombank,Chuyển tiền,315,295,20,263484,93.7
2026-05-31 00:00:00,TPBank,Thanh toán,1192,1179,13,187960,98.9
2026-05-31 00:00:00,TPBank,Nạp Tiền,451,441,10,94152,97.8
2026-05-31 00:00:00,TPBank,Rút tiền,295,289,6,109927,98.0
2026-05-31 00:00:00,TPBank,Chuyển tiền,263,256,7,195887,97.3
2026-05-31 00:00:00,Agribank,Thanh toán,936,901,35,146718,96.3
2026-05-31 00:00:00,Agribank,Nạp Tiền,330,309,21,68114,93.6
2026-05-31 00:00:00,Agribank,Rút tiền,211,199,12,67458,94.3
2026-05-31 00:00:00,Agribank,Chuyển tiền,196,185,11,162194,94.4
2026-06-01 00:00:00,Vietcombank,Thanh toán,7689,7384,305,1048219,96.0
2026-06-01 00:00:00,Vietcombank,Nạp Tiền,2984,2865,119,563053,96.0
2026-06-01 00:00:00,Vietcombank,Rút tiền,1822,1744,78,700638,95.7
2026-06-01 00:00:00,Vietcombank,Chuyển tiền,1775,1726,49,1485750,97.2
2026-06-01 00:00:00,Techcombank,Thanh toán,5943,5802,141,940040,97.6
2026-06-01 00:00:00,Techcombank,Nạp Tiền,2207,2132,75,474616,96.6
2026-06-01 00:00:00,Techcombank,Rút tiền,1497,1459,38,514891,97.5
2026-06-01 00:00:00,Techcombank,Chuyển tiền,1296,1239,57,1129805,95.6
2026-06-01 00:00:00,MB Bank,Thanh toán,6289,6214,75,882057,98.8
2026-06-01 00:00:00,MB Bank,Nạp Tiền,2178,2140,38,396124,98.3
2026-06-01 00:00:00,MB Bank,Rút tiền,1362,1354,8,493035,99.4
2026-06-01 00:00:00,MB Bank,Chuyển tiền,1377,1345,32,1144850,97.7
2026-06-01 00:00:00,VietinBank,Thanh toán,5048,4702,346,738491,93.1
2026-06-01 00:00:00,VietinBank,Nạp Tiền,1959,1844,115,419174,94.1
2026-06-01 00:00:00,VietinBank,Rút tiền,1170,1115,55,380372,95.3
2026-06-01 00:00:00,VietinBank,Chuyển tiền,1129,1072,57,914469,95.0
2026-06-01 00:00:00,BIDV,Thanh toán,4601,4227,374,639643,91.9
2026-06-01 00:00:00,BIDV,Nạp Tiền,1642,1494,148,317251,91.0
2026-06-01 00:00:00,BIDV,Rút tiền,1007,936,71,376919,92.9
2026-06-01 00:00:00,BIDV,Chuyển tiền,934,853,81,796426,91.3
2026-06-01 00:00:00,VPBank,Thanh toán,3847,3670,177,597093,95.4
2026-06-01 00:00:00,VPBank,Nạp Tiền,1534,1453,81,280586,94.7
2026-06-01 00:00:00,VPBank,Rút tiền,1047,1013,34,370763,96.8
2026-06-01 00:00:00,VPBank,Chuyển tiền,950,900,50,821868,94.7
2026-06-01 00:00:00,ACB,Thanh toán,3726,3684,42,504724,98.9
2026-06-01 00:00:00,ACB,Nạp Tiền,1290,1276,14,238253,98.9
2026-06-01 00:00:00,ACB,Rút tiền,929,917,12,337871,98.7
2026-06-01 00:00:00,ACB,Chuyển tiền,798,772,26,605117,96.7
2026-06-01 00:00:00,Sacombank,Thanh toán,2213,2099,114,324027,94.8
2026-06-01 00:00:00,Sacombank,Nạp Tiền,837,782,55,162700,93.4
2026-06-01 00:00:00,Sacombank,Rút tiền,547,514,33,203044,94.0
2026-06-01 00:00:00,Sacombank,Chuyển tiền,508,479,29,391788,94.3
2026-06-01 00:00:00,TPBank,Thanh toán,1850,1804,46,272723,97.5
2026-06-01 00:00:00,TPBank,Nạp Tiền,707,700,7,148222,99.0
2026-06-01 00:00:00,TPBank,Rút tiền,415,403,12,157879,97.1
2026-06-01 00:00:00,TPBank,Chuyển tiền,434,420,14,326103,96.8
2026-06-01 00:00:00,Agribank,Thanh toán,1425,1349,76,228001,94.7
2026-06-01 00:00:00,Agribank,Nạp Tiền,560,533,27,121933,95.2
2026-06-01 00:00:00,Agribank,Rút tiền,344,324,20,128143,94.2
2026-06-01 00:00:00,Agribank,Chuyển tiền,345,327,18,275480,94.8
2026-06-02 00:00:00,Vietcombank,Thanh toán,7934,7736,198,1154914,97.5
2026-06-02 00:00:00,Vietcombank,Nạp Tiền,2831,2759,72,564876,97.5
2026-06-02 00:00:00,Vietcombank,Rút tiền,2071,2035,36,791135,98.3
2026-06-02 00:00:00,Vietcombank,Chuyển tiền,1924,1826,98,1645927,94.9
2026-06-02 00:00:00,Techcombank,Thanh toán,6584,6476,108,898422,98.4
2026-06-02 00:00:00,Techcombank,Nạp Tiền,2046,1987,59,437233,97.1
2026-06-02 00:00:00,Techcombank,Rút tiền,1387,1333,54,451568,96.1
2026-06-02 00:00:00,Techcombank,Chuyển tiền,1281,1242,39,998811,97.0
2026-06-02 00:00:00,MB Bank,Thanh toán,6021,5931,90,981526,98.5
2026-06-02 00:00:00,MB Bank,Nạp Tiền,2207,2176,31,398648,98.6
2026-06-02 00:00:00,MB Bank,Rút tiền,1410,1385,25,445319,98.2
2026-06-02 00:00:00,MB Bank,Chuyển tiền,1311,1288,23,1056296,98.2
2026-06-02 00:00:00,VietinBank,Thanh toán,4923,4566,357,784700,92.7
2026-06-02 00:00:00,VietinBank,Nạp Tiền,1904,1811,93,412008,95.1
2026-06-02 00:00:00,VietinBank,Rút tiền,1121,1070,51,394263,95.5
2026-06-02 00:00:00,VietinBank,Chuyển tiền,1072,995,77,862137,92.8
2026-06-02 00:00:00,BIDV,Thanh toán,4537,4129,408,666516,91.0
2026-06-02 00:00:00,BIDV,Nạp Tiền,1709,1591,118,338997,93.1
2026-06-02 00:00:00,BIDV,Rút tiền,1049,977,72,347019,93.1
2026-06-02 00:00:00,BIDV,Chuyển tiền,931,853,78,798160,91.6
2026-06-02 00:00:00,VPBank,Thanh toán,3827,3631,196,560188,94.9
2026-06-02 00:00:00,VPBank,Nạp Tiền,1521,1461,60,312519,96.1
2026-06-02 00:00:00,VPBank,Rút tiền,940,892,48,351722,94.9
2026-06-02 00:00:00,VPBank,Chuyển tiền,912,874,38,781833,95.8
2026-06-02 00:00:00,ACB,Thanh toán,3513,3467,46,571124,98.7
2026-06-02 00:00:00,ACB,Nạp Tiền,1300,1256,44,279142,96.6
2026-06-02 00:00:00,ACB,Rút tiền,928,898,30,352353,96.8
2026-06-02 00:00:00,ACB,Chuyển tiền,817,802,15,661902,98.2
2026-06-02 00:00:00,Sacombank,Thanh toán,2065,1921,144,331458,93.0
2026-06-02 00:00:00,Sacombank,Nạp Tiền,750,715,35,152611,95.3
2026-06-02 00:00:00,Sacombank,Rút tiền,534,509,25,179396,95.3
2026-06-02 00:00:00,Sacombank,Chuyển tiền,520,482,38,443842,92.7
2026-06-02 00:00:00,TPBank,Thanh toán,1945,1914,31,294116,98.4
2026-06-02 00:00:00,TPBank,Nạp Tiền,684,675,9,126949,98.7
2026-06-02 00:00:00,TPBank,Rút tiền,423,414,9,162094,97.9
2026-06-02 00:00:00,TPBank,Chuyển tiền,387,372,15,293014,96.1
2026-06-02 00:00:00,Agribank,Thanh toán,1386,1310,76,219085,94.5
2026-06-02 00:00:00,Agribank,Nạp Tiền,573,543,30,120869,94.8
2026-06-02 00:00:00,Agribank,Rút tiền,324,309,15,119830,95.4
2026-06-02 00:00:00,Agribank,Chuyển tiền,327,309,18,254056,94.5
2026-06-03 00:00:00,Vietcombank,Thanh toán,8358,8073,285,1298756,96.6
2026-06-03 00:00:00,Vietcombank,Nạp Tiền,3098,2988,110,653326,96.4
2026-06-03 00:00:00,Vietcombank,Rút tiền,1945,1900,45,709764,97.7
2026-06-03 00:00:00,Vietcombank,Chuyển tiền,1698,1623,75,1325798,95.6
2026-06-03 00:00:00,Techcombank,Thanh toán,6419,6278,141,1009000,97.8
2026-06-03 00:00:00,Techcombank,Nạp Tiền,2205,2138,67,404972,97.0
2026-06-03 00:00:00,Techcombank,Rút tiền,1406,1367,39,517821,97.2
2026-06-03 00:00:00,Techcombank,Chuyển tiền,1252,1199,53,938978,95.8
2026-06-03 00:00:00,MB Bank,Thanh toán,5848,5747,101,879382,98.3
2026-06-03 00:00:00,MB Bank,Nạp Tiền,2012,1945,67,390643,96.7
2026-06-03 00:00:00,MB Bank,Rút tiền,1297,1276,21,479774,98.4
2026-06-03 00:00:00,MB Bank,Chuyển tiền,1274,1225,49,1001631,96.2
2026-06-03 00:00:00,VietinBank,Thanh toán,5427,5045,382,879358,93.0
2026-06-03 00:00:00,VietinBank,Nạp Tiền,1808,1707,101,337704,94.4
2026-06-03 00:00:00,VietinBank,Rút tiền,1191,1110,81,397584,93.2
2026-06-03 00:00:00,VietinBank,Chuyển tiền,1079,1011,68,787802,93.7
2026-06-03 00:00:00,BIDV,Thanh toán,4620,4372,248,665245,94.6
2026-06-03 00:00:00,BIDV,Nạp Tiền,1557,1477,80,339066,94.9
2026-06-03 00:00:00,BIDV,Rút tiền,1147,1093,54,410817,95.3
2026-06-03 00:00:00,BIDV,Chuyển tiền,1028,962,66,790270,93.6
2026-06-03 00:00:00,VPBank,Thanh toán,4200,4015,185,645144,95.6
2026-06-03 00:00:00,VPBank,Nạp Tiền,1585,1540,45,313210,97.2
2026-06-03 00:00:00,VPBank,Rút tiền,1007,977,30,377791,97.0
2026-06-03 00:00:00,VPBank,Chuyển tiền,862,819,43,703834,95.0
2026-06-03 00:00:00,ACB,Thanh toán,3621,3528,93,508131,97.4
2026-06-03 00:00:00,ACB,Nạp Tiền,1343,1328,15,257396,98.9
2026-06-03 00:00:00,ACB,Rút tiền,932,922,10,344596,98.9
2026-06-03 00:00:00,ACB,Chuyển tiền,829,801,28,705179,96.6
2026-06-03 00:00:00,Sacombank,Thanh toán,2250,2106,144,366664,93.6
2026-06-03 00:00:00,Sacombank,Nạp Tiền,797,751,46,160854,94.2
2026-06-03 00:00:00,Sacombank,Rút tiền,554,513,41,202711,92.6
2026-06-03 00:00:00,Sacombank,Chuyển tiền,474,442,32,363374,93.2
2026-06-03 00:00:00,TPBank,Thanh toán,1781,1761,20,282946,98.9
2026-06-03 00:00:00,TPBank,Nạp Tiền,687,676,11,127484,98.4
2026-06-03 00:00:00,TPBank,Rút tiền,451,438,13,162858,97.1
2026-06-03 00:00:00,TPBank,Chuyển tiền,435,427,8,318347,98.2
2026-06-03 00:00:00,Agribank,Thanh toán,1520,1443,77,223476,94.9
2026-06-03 00:00:00,Agribank,Nạp Tiền,561,540,21,120494,96.3
2026-06-03 00:00:00,Agribank,Rút tiền,349,332,17,129252,95.1
2026-06-03 00:00:00,Agribank,Chuyển tiền,322,306,16,273689,95.0
2026-06-04 00:00:00,Vietcombank,Thanh toán,8806,8561,245,1211260,97.2
2026-06-04 00:00:00,Vietcombank,Nạp Tiền,3153,3028,125,651371,96.0
2026-06-04 00:00:00,Vietcombank,Rút tiền,1879,1827,52,597711,97.2
2026-06-04 00:00:00,Vietcombank,Chuyển tiền,1860,1817,43,1437883,97.7
2026-06-04 00:00:00,Techcombank,Thanh toán,6432,6251,181,870355,97.2
2026-06-04 00:00:00,Techcombank,Nạp Tiền,2175,2100,75,456476,96.6
2026-06-04 00:00:00,Techcombank,Rút tiền,1470,1435,35,522241,97.6
2026-06-04 00:00:00,Techcombank,Chuyển tiền,1340,1293,47,1064080,96.5
2026-06-04 00:00:00,MB Bank,Thanh toán,6084,5985,99,912685,98.4
2026-06-04 00:00:00,MB Bank,Nạp Tiền,2136,2127,9,425727,99.6
2026-06-04 00:00:00,MB Bank,Rút tiền,1349,1320,29,515750,97.9
2026-06-04 00:00:00,MB Bank,Chuyển tiền,1205,1188,17,1008373,98.6
2026-06-04 00:00:00,VietinBank,Thanh toán,4986,4669,317,741218,93.6
2026-06-04 00:00:00,VietinBank,Nạp Tiền,1789,1686,103,346944,94.2
2026-06-04 00:00:00,VietinBank,Rút tiền,1118,1051,67,406698,94.0
2026-06-04 00:00:00,VietinBank,Chuyển tiền,1092,1009,83,794047,92.4
2026-06-04 00:00:00,BIDV,Thanh toán,4292,4029,263,623594,93.9
2026-06-04 00:00:00,BIDV,Nạp Tiền,1573,1507,66,293481,95.8
2026-06-04 00:00:00,BIDV,Rút tiền,1049,1000,49,370961,95.3
2026-06-04 00:00:00,BIDV,Chuyển tiền,995,945,50,868987,95.0
2026-06-04 00:00:00,VPBank,Thanh toán,4032,3911,121,620495,97.0
2026-06-04 00:00:00,VPBank,Nạp Tiền,1427,1377,50,281526,96.5
2026-06-04 00:00:00,VPBank,Rút tiền,904,875,29,340642,96.8
2026-06-04 00:00:00,VPBank,Chuyển tiền,943,904,39,737627,95.9
2026-06-04 00:00:00,ACB,Thanh toán,3635,3512,123,572766,96.6
2026-06-04 00:00:00,ACB,Nạp Tiền,1449,1426,23,294283,98.4
2026-06-04 00:00:00,ACB,Rút tiền,944,912,32,318901,96.6
2026-06-04 00:00:00,ACB,Chuyển tiền,863,827,36,713970,95.8
2026-06-04 00:00:00,Sacombank,Thanh toán,2299,2163,136,354444,94.1
2026-06-04 00:00:00,Sacombank,Nạp Tiền,845,797,48,171940,94.3
2026-06-04 00:00:00,Sacombank,Rút tiền,528,494,34,183242,93.6
2026-06-04 00:00:00,Sacombank,Chuyển tiền,470,444,26,391490,94.5
2026-06-04 00:00:00,TPBank,Thanh toán,1898,1882,16,289834,99.2
2026-06-04 00:00:00,TPBank,Nạp Tiền,721,698,23,133179,96.8
2026-06-04 00:00:00,TPBank,Rút tiền,452,437,15,154191,96.7
2026-06-04 00:00:00,TPBank,Chuyển tiền,399,389,10,313980,97.5
2026-06-04 00:00:00,Agribank,Thanh toán,1402,1335,67,207063,95.2
2026-06-04 00:00:00,Agribank,Nạp Tiền,559,533,26,116125,95.3
2026-06-04 00:00:00,Agribank,Rút tiền,364,351,13,119074,96.4
2026-06-04 00:00:00,Agribank,Chuyển tiền,309,292,17,229416,94.5
2026-06-05 00:00:00,Vietcombank,Thanh toán,8234,8055,179,1264596,97.8
2026-06-05 00:00:00,Vietcombank,Nạp Tiền,3203,3087,116,577767,96.4
2026-06-05 00:00:00,Vietcombank,Rút tiền,1863,1786,77,636915,95.9
2026-06-05 00:00:00,Vietcombank,Chuyển tiền,1943,1871,72,1552836,96.3
2026-06-05 00:00:00,Techcombank,Thanh toán,6318,6152,166,987530,97.4
2026-06-05 00:00:00,Techcombank,Nạp Tiền,2270,2210,60,416106,97.4
2026-06-05 00:00:00,Techcombank,Rút tiền,1335,1312,23,441133,98.3
2026-06-05 00:00:00,Techcombank,Chuyển tiền,1234,1187,47,994625,96.2
2026-06-05 00:00:00,MB Bank,Thanh toán,5561,5502,59,845102,98.9
2026-06-05 00:00:00,MB Bank,Nạp Tiền,2213,2174,39,408361,98.2
2026-06-05 00:00:00,MB Bank,Rút tiền,1303,1269,34,459981,97.4
2026-06-05 00:00:00,MB Bank,Chuyển tiền,1269,1240,29,1067337,97.7
2026-06-05 00:00:00,VietinBank,Thanh toán,5408,5130,278,818720,94.9
2026-06-05 00:00:00,VietinBank,Nạp Tiền,1901,1768,133,405298,93.0
2026-06-05 00:00:00,VietinBank,Rút tiền,1157,1083,74,445389,93.6
2026-06-05 00:00:00,VietinBank,Chuyển tiền,1126,1047,79,966053,93.0
2026-06-05 00:00:00,BIDV,Thanh toán,4264,4056,208,702787,95.1
2026-06-05 00:00:00,BIDV,Nạp Tiền,1639,1548,91,343377,94.4
2026-06-05 00:00:00,BIDV,Rút tiền,1076,1037,39,384904,96.4
2026-06-05 00:00:00,BIDV,Chuyển tiền,1020,957,63,757123,93.8
2026-06-05 00:00:00,VPBank,Thanh toán,4006,3887,119,637607,97.0
2026-06-05 00:00:00,VPBank,Nạp Tiền,1525,1459,66,291646,95.7
2026-06-05 00:00:00,VPBank,Rút tiền,1034,983,51,396570,95.1
2026-06-05 00:00:00,VPBank,Chuyển tiền,902,857,45,688022,95.0
2026-06-05 00:00:00,ACB,Thanh toán,3942,3901,41,612503,99.0
2026-06-05 00:00:00,ACB,Nạp Tiền,1266,1221,45,265864,96.4
2026-06-05 00:00:00,ACB,Rút tiền,912,901,11,350640,98.8
2026-06-05 00:00:00,ACB,Chuyển tiền,778,759,19,576677,97.6
2026-06-05 00:00:00,Sacombank,Thanh toán,2123,2009,114,339371,94.6
2026-06-05 00:00:00,Sacombank,Nạp Tiền,846,795,51,171820,94.0
2026-06-05 00:00:00,Sacombank,Rút tiền,518,489,29,176773,94.4
2026-06-05 00:00:00,Sacombank,Chuyển tiền,457,429,28,393394,93.9
2026-06-05 00:00:00,TPBank,Thanh toán,1793,1750,43,282386,97.6
2026-06-05 00:00:00,TPBank,Nạp Tiền,723,717,6,140813,99.2
2026-06-05 00:00:00,TPBank,Rút tiền,475,463,12,149707,97.5
2026-06-05 00:00:00,TPBank,Chuyển tiền,392,385,7,310993,98.2
2026-06-05 00:00:00,Agribank,Thanh toán,1537,1469,68,246693,95.6
2026-06-05 00:00:00,Agribank,Nạp Tiền,565,535,30,123579,94.7
2026-06-05 00:00:00,Agribank,Rút tiền,375,353,22,125174,94.1
2026-06-05 00:00:00,Agribank,Chuyển tiền,317,298,19,257552,94.0
2026-06-06 00:00:00,Vietcombank,Thanh toán,5513,5395,118,874632,97.9
2026-06-06 00:00:00,Vietcombank,Nạp Tiền,1818,1735,83,372775,95.4
2026-06-06 00:00:00,Vietcombank,Rút tiền,1283,1223,60,487617,95.3
2026-06-06 00:00:00,Vietcombank,Chuyển tiền,1117,1074,43,804360,96.2
2026-06-06 00:00:00,Techcombank,Thanh toán,4089,3946,143,636484,96.5
2026-06-06 00:00:00,Techcombank,Nạp Tiền,1361,1341,20,261413,98.5
2026-06-06 00:00:00,Techcombank,Rút tiền,933,897,36,317435,96.1
2026-06-06 00:00:00,Techcombank,Chuyển tiền,817,789,28,706384,96.6
2026-06-06 00:00:00,MB Bank,Thanh toán,3672,3553,119,564636,96.8
2026-06-06 00:00:00,MB Bank,Nạp Tiền,1459,1440,19,276284,98.7
2026-06-06 00:00:00,MB Bank,Rút tiền,851,840,11,268129,98.7
2026-06-06 00:00:00,MB Bank,Chuyển tiền,886,854,32,722080,96.4
2026-06-06 00:00:00,VietinBank,Thanh toán,3465,3213,252,540082,92.7
2026-06-06 00:00:00,VietinBank,Nạp Tiền,1124,1075,49,221307,95.6
2026-06-06 00:00:00,VietinBank,Rút tiền,728,685,43,240987,94.1
2026-06-06 00:00:00,VietinBank,Chuyển tiền,667,630,37,491171,94.5
2026-06-06 00:00:00,BIDV,Thanh toán,2874,2728,146,413791,94.9
2026-06-06 00:00:00,BIDV,Nạp Tiền,1084,1042,42,227776,96.1
2026-06-06 00:00:00,BIDV,Rút tiền,659,631,28,238821,95.8
2026-06-06 00:00:00,BIDV,Chuyển tiền,600,569,31,432813,94.8
2026-06-06 00:00:00,VPBank,Thanh toán,2799,2662,137,407354,95.1
2026-06-06 00:00:00,VPBank,Nạp Tiền,951,918,33,176938,96.5
2026-06-06 00:00:00,VPBank,Rút tiền,635,612,23,219688,96.4
2026-06-06 00:00:00,VPBank,Chuyển tiền,566,534,32,416618,94.3
2026-06-06 00:00:00,ACB,Thanh toán,2605,2510,95,408725,96.4
2026-06-06 00:00:00,ACB,Nạp Tiền,896,886,10,172551,98.9
2026-06-06 00:00:00,ACB,Rút tiền,542,524,18,195186,96.7
2026-06-06 00:00:00,ACB,Chuyển tiền,515,500,15,420240,97.1
2026-06-06 00:00:00,Sacombank,Thanh toán,1487,1388,99,242735,93.3
2026-06-06 00:00:00,Sacombank,Nạp Tiền,487,463,24,100485,95.1
2026-06-06 00:00:00,Sacombank,Rút tiền,334,311,23,119399,93.1
2026-06-06 00:00:00,Sacombank,Chuyển tiền,302,285,17,231720,94.4
2026-06-06 00:00:00,TPBank,Thanh toán,1148,1134,14,182317,98.8
2026-06-06 00:00:00,TPBank,Nạp Tiền,443,434,9,81737,98.0
2026-06-06 00:00:00,TPBank,Rút tiền,299,294,5,95671,98.3
2026-06-06 00:00:00,TPBank,Chuyển tiền,248,245,3,215618,98.8
2026-06-06 00:00:00,Agribank,Thanh toán,921,872,49,147515,94.7
2026-06-06 00:00:00,Agribank,Nạp Tiền,349,330,19,72353,94.6
2026-06-06 00:00:00,Agribank,Rút tiền,240,231,9,88542,96.2
2026-06-06 00:00:00,Agribank,Chuyển tiền,195,185,10,140830,94.9
2026-06-07 00:00:00,Vietcombank,Thanh toán,5154,4918,236,705139,95.4
2026-06-07 00:00:00,Vietcombank,Nạp Tiền,1997,1933,64,409670,96.8
2026-06-07 00:00:00,Vietcombank,Rút tiền,1294,1263,31,445977,97.6
2026-06-07 00:00:00,Vietcombank,Chuyển tiền,1179,1121,58,950097,95.1
2026-06-07 00:00:00,Techcombank,Thanh toán,4281,4125,156,588671,96.4
2026-06-07 00:00:00,Techcombank,Nạp Tiền,1348,1313,35,253596,97.4
2026-06-07 00:00:00,Techcombank,Rút tiền,902,880,22,308800,97.6
2026-06-07 00:00:00,Techcombank,Chuyển tiền,812,782,30,641478,96.3
2026-06-07 00:00:00,MB Bank,Thanh toán,3747,3626,121,515536,96.8
2026-06-07 00:00:00,MB Bank,Nạp Tiền,1385,1343,42,283221,97.0
2026-06-07 00:00:00,MB Bank,Rút tiền,842,821,21,308945,97.5
2026-06-07 00:00:00,MB Bank,Chuyển tiền,808,779,29,673277,96.4
2026-06-07 00:00:00,VietinBank,Thanh toán,3021,2815,206,494206,93.2
2026-06-07 00:00:00,VietinBank,Nạp Tiền,1227,1156,71,261228,94.2
2026-06-07 00:00:00,VietinBank,Rút tiền,745,694,51,241294,93.2
2026-06-07 00:00:00,VietinBank,Chuyển tiền,755,716,39,632138,94.8
2026-06-07 00:00:00,BIDV,Thanh toán,2774,2666,108,376933,96.1
2026-06-07 00:00:00,BIDV,Nạp Tiền,1096,1037,59,200080,94.6
2026-06-07 00:00:00,BIDV,Rút tiền,733,709,24,263093,96.7
2026-06-07 00:00:00,BIDV,Chuyển tiền,655,620,35,509340,94.7
2026-06-07 00:00:00,VPBank,Thanh toán,2722,2645,77,381097,97.2
2026-06-07 00:00:00,VPBank,Nạp Tiền,937,894,43,172516,95.4
2026-06-07 00:00:00,VPBank,Rút tiền,656,634,22,211936,96.6
2026-06-07 00:00:00,VPBank,Chuyển tiền,604,568,36,517863,94.0
2026-06-07 00:00:00,ACB,Thanh toán,2226,2153,73,332014,96.7
2026-06-07 00:00:00,ACB,Nạp Tiền,905,894,11,169378,98.8
2026-06-07 00:00:00,ACB,Rút tiền,529,517,12,200478,97.7
2026-06-07 00:00:00,ACB,Chuyển tiền,567,549,18,437433,96.8
2026-06-07 00:00:00,Sacombank,Thanh toán,1438,1370,68,207932,95.3
2026-06-07 00:00:00,Sacombank,Nạp Tiền,493,464,29,91094,94.1
2026-06-07 00:00:00,Sacombank,Rút tiền,358,341,17,117264,95.3
2026-06-07 00:00:00,Sacombank,Chuyển tiền,323,307,16,281866,95.0
2026-06-07 00:00:00,TPBank,Thanh toán,1152,1141,11,185450,99.0
2026-06-07 00:00:00,TPBank,Nạp Tiền,452,440,12,91359,97.3
2026-06-07 00:00:00,TPBank,Rút tiền,268,261,7,89890,97.4
2026-06-07 00:00:00,TPBank,Chuyển tiền,267,262,5,202603,98.1
2026-06-07 00:00:00,Agribank,Thanh toán,982,936,46,147104,95.3
2026-06-07 00:00:00,Agribank,Nạp Tiền,372,356,16,77859,95.7
2026-06-07 00:00:00,Agribank,Rút tiền,244,234,10,81046,95.9
2026-06-07 00:00:00,Agribank,Chuyển tiền,194,186,8,140422,95.9
2026-06-08 00:00:00,Vietcombank,Thanh toán,8699,8381,318,1393468,96.3
2026-06-08 00:00:00,Vietcombank,Nạp Tiền,3209,3059,150,620622,95.3
2026-06-08 00:00:00,Vietcombank,Rút tiền,1986,1943,43,726687,97.8
2026-06-08 00:00:00,Vietcombank,Chuyển tiền,1709,1631,78,1499303,95.4
2026-06-08 00:00:00,Techcombank,Thanh toán,6046,5887,159,827073,97.4
2026-06-08 00:00:00,Techcombank,Nạp Tiền,2115,2073,42,388570,98.0
2026-06-08 00:00:00,Techcombank,Rút tiền,1387,1367,20,487368,98.6
2026-06-08 00:00:00,Techcombank,Chuyển tiền,1405,1378,27,1114661,98.1
2026-06-08 00:00:00,MB Bank,Thanh toán,6154,5960,194,848435,96.8
2026-06-08 00:00:00,MB Bank,Nạp Tiền,2028,1998,30,397029,98.5
2026-06-08 00:00:00,MB Bank,Rút tiền,1425,1401,24,492264,98.3
2026-06-08 00:00:00,MB Bank,Chuyển tiền,1209,1170,39,920966,96.8
2026-06-08 00:00:00,VietinBank,Thanh toán,4952,4728,224,726897,95.5
2026-06-08 00:00:00,VietinBank,Nạp Tiền,1851,1734,117,353315,93.7
2026-06-08 00:00:00,VietinBank,Rút tiền,1113,1063,50,361199,95.5
2026-06-08 00:00:00,VietinBank,Chuyển tiền,1160,1073,87,854810,92.5
2026-06-08 00:00:00,BIDV,Thanh toán,4635,4412,223,682250,95.2
2026-06-08 00:00:00,BIDV,Nạp Tiền,1701,1645,56,320307,96.7
2026-06-08 00:00:00,BIDV,Rút tiền,1065,1014,51,399027,95.2
2026-06-08 00:00:00,BIDV,Chuyển tiền,934,876,58,775004,93.8
2026-06-08 00:00:00,VPBank,Thanh toán,4412,4179,233,706263,94.7
2026-06-08 00:00:00,VPBank,Nạp Tiền,1463,1391,72,304956,95.1
2026-06-08 00:00:00,VPBank,Rút tiền,988,946,42,314605,95.7
2026-06-08 00:00:00,VPBank,Chuyển tiền,904,858,46,794171,94.9
